id,symbol,name,image
polyswarm,nct,PolySwarm,https://coin-images.coingecko.com/coins/images/2843/large/ImcYCVfX_400x400.jpg?1696503602
kelp-gain,ageth,Kelp Gain,https://coin-images.coingecko.com/coins/images/39677/large/Icon___Dark.png?1723610897
airtor-protocol,anyone,ANyONe Protocol,https://coin-images.coingecko.com/coins/images/29690/large/AirTor.png?1696528623
cartesi,ctsi,Cartesi,https://coin-images.coingecko.com/coins/images/11038/large/Cartesi_Logo.png?1696510982
arcblock,abt,Arcblock,https://coin-images.coingecko.com/coins/images/2341/large/arcblock.png?1696503220
spectral,spec,Spectral,https://coin-images.coingecko.com/coins/images/36138/large/ls7wS7vf_400x400.jpg?1724975224
ong,ong,Ontology Gas,https://coin-images.coingecko.com/coins/images/5716/large/ONG_logo.png?1696506172
songbird,sgb,Songbird,https://coin-images.coingecko.com/coins/images/18663/large/SGB_512x512.png?1696518133
anvil,anvl,Anvil,https://coin-images.coingecko.com/coins/images/50825/large/anvil-logo_%281%29.png?1729240436
altura,alu,Altura,https://coin-images.coingecko.com/coins/images/15127/large/logo-dark.png?1696514784
scroll,scr,Scroll,https://coin-images.coingecko.com/coins/images/50571/large/scroll.jpg?1728376125
hashai,hashai,HashAI,https://coin-images.coingecko.com/coins/images/36743/large/HashAi.png?1721618300
